"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","LIFEEXP","TOT","YR","A","1989",71.6,
"LTU","LIFEEXP","TOT","YR","A","1990",71.4,
"LTU","LIFEEXP","TOT","YR","A","1991",70.6,
"LTU","LIFEEXP","TOT","YR","A","1992",70.4,
"LTU","LIFEEXP","TOT","YR","A","1993",69.1,
"LTU","LIFEEXP","TOT","YR","A","1994",68.7,
"LTU","LIFEEXP","TOT","YR","A","1995",69.2,
"LTU","LIFEEXP","TOT","YR","A","1996",70.3,
"LTU","LIFEEXP","TOT","YR","A","1997",71.1,
"LTU","LIFEEXP","TOT","YR","A","1998",71.4,
"LTU","LIFEEXP","TOT","YR","A","1999",71.7,
"LTU","LIFEEXP","TOT","YR","A","2000",72.1,
"LTU","LIFEEXP","TOT","YR","A","2001",71.7,
"LTU","LIFEEXP","TOT","YR","A","2002",71.8,
"LTU","LIFEEXP","TOT","YR","A","2003",72.1,
"LTU","LIFEEXP","TOT","YR","A","2004",72,
"LTU","LIFEEXP","TOT","YR","A","2005",71.3,
"LTU","LIFEEXP","TOT","YR","A","2006",71.1,
"LTU","LIFEEXP","TOT","YR","A","2007",70.9,
"LTU","LIFEEXP","TOT","YR","A","2008",71.8,
"LTU","LIFEEXP","TOT","YR","A","2009",72.9,
"LTU","LIFEEXP","TOT","YR","A","2010",73.3,
"LTU","LIFEEXP","TOT","YR","A","2011",73.7,
"LTU","LIFEEXP","TOT","YR","A","2012",74,
"LTU","LIFEEXP","TOT","YR","A","2013",74.1,
"LTU","LIFEEXP","TOT","YR","A","2014",74.7,
"LTU","LIFEEXP","TOT","YR","A","2015",74.5,
"LTU","LIFEEXP","TOT","YR","A","2016",74.8,
"LTU","LIFEEXP","TOT","YR","A","2017",75.6,
"LTU","LIFEEXP","TOT","YR","A","2018",75.8,
"CRI","LIFEEXP","TOT","YR","A","1980",72.2,
"CRI","LIFEEXP","TOT","YR","A","1981",72.8,
"CRI","LIFEEXP","TOT","YR","A","1982",73.3,
"CRI","LIFEEXP","TOT","YR","A","1983",73.8,
"CRI","LIFEEXP","TOT","YR","A","1984",74.2,
"CRI","LIFEEXP","TOT","YR","A","1985",74.5,
"CRI","LIFEEXP","TOT","YR","A","1986",74.8,
"CRI","LIFEEXP","TOT","YR","A","1987",75.1,
"CRI","LIFEEXP","TOT","YR","A","1988",75.3,
"CRI","LIFEEXP","TOT","YR","A","1989",75.5,
"CRI","LIFEEXP","TOT","YR","A","1990",75.7,
"CRI","LIFEEXP","TOT","YR","A","1991",75.9,
"CRI","LIFEEXP","TOT","YR","A","1992",76.1,
"CRI","LIFEEXP","TOT","YR","A","1993",76.3,
"CRI","LIFEEXP","TOT","YR","A","1994",76.4,
"CRI","LIFEEXP","TOT","YR","A","1995",76.6,
"CRI","LIFEEXP","TOT","YR","A","1996",76.8,
"CRI","LIFEEXP","TOT","YR","A","1997",77,
"CRI","LIFEEXP","TOT","YR","A","1998",77.2,
"CRI","LIFEEXP","TOT","YR","A","1999",77.3,
"CRI","LIFEEXP","TOT","YR","A","2000",77.5,
"CRI","LIFEEXP","TOT","YR","A","2001",77.6,
"CRI","LIFEEXP","TOT","YR","A","2002",77.8,
"CRI","LIFEEXP","TOT","YR","A","2003",77.9,
"CRI","LIFEEXP","TOT","YR","A","2004",78,
"CRI","LIFEEXP","TOT","YR","A","2005",78.1,
"CRI","LIFEEXP","TOT","YR","A","2006",78.3,
"CRI","LIFEEXP","TOT","YR","A","2007",78.4,
"CRI","LIFEEXP","TOT","YR","A","2008",78.5,
"CRI","LIFEEXP","TOT","YR","A","2009",78.7,
"CRI","LIFEEXP","TOT","YR","A","2010",78.8,
"CRI","LIFEEXP","TOT","YR","A","2011",79.1,
"CRI","LIFEEXP","TOT","YR","A","2012",79.4,
"CRI","LIFEEXP","TOT","YR","A","2013",79.6,
"CRI","LIFEEXP","TOT","YR","A","2014",79.8,
"CRI","LIFEEXP","TOT","YR","A","2015",79.9,
"CRI","LIFEEXP","TOT","YR","A","2016",80.1,
"CRI","LIFEEXP","TOT","YR","A","2017",80.2,
"CRI","LIFEEXP","TOT","YR","A","2018",80.4,
